KerbsideID,Latitude,Longitude,RoadSegmentDescription,Zone_Number
,-37.8479618,144.981433,Moubray Street between St Kilda Road and Punt Road,7586.0
,-37.8479571,144.9813949,Moubray Street between St Kilda Road and Punt Road,7586.0
,-37.8479225,144.9811111,Moubray Street between St Kilda Road and Punt Road,7586.0
,-37.8478805,144.9807666,Moubray Street between St Kilda Road and Punt Road,7586.0
21759,-37.8482047,144.9842543,Moubray Street between St Kilda Road and Punt Road,7586.0
,-37.8482367,144.9836879,Moubray Street between St Kilda Road and Punt Road,7586.0
21688,-37.8481923,144.9832454,Moubray Street between St Kilda Road and Punt Road,7584.0
21681,-37.8481513,144.9829085,Moubray Street between St Kilda Road and Punt Road,7584.0
,-37.8502226,144.9813249,High Street between St Kilda Road and Punt Road,
,-37.8502309,144.9813895,High Street between St Kilda Road and Punt Road,
,-37.8503782,144.9825386,High Street between St Kilda Road and Punt Road,
,-37.8503867,144.9826048,High Street between St Kilda Road and Punt Road,
,-37.8504119,144.9828034,High Street between St Kilda Road and Punt Road,
,-37.8504203,144.9828696,High Street between St Kilda Road and Punt Road,
,-37.8504783,144.9833261,High Street between St Kilda Road and Punt Road,
,-37.850542,144.9838272,High Street between St Kilda Road and Punt Road,
64822,-37.8150182,144.9565141,Little Bourke Street between William Street and King Street,7336.0
,-37.8036534,144.9525322,Chetwynd Street between Victoria Street and Queensberry Street,7739.0
,-37.803896,144.9524892,Chetwynd Street between Victoria Street and Queensberry Street,7739.0
,-37.8044805,144.9523862,Chetwynd Street between Victoria Street and Queensberry Street,7739.0
,-37.804054,144.9525789,Chetwynd Street between Victoria Street and Queensberry Street,7739.0
54820,-37.8098334,144.9582318,Queen Street between A'Beckett Street and Franklin Street,7705.0
54326,-37.814508,144.9604835,Queen Street between Bourke Street and Little Bourke Street,7594.0
54331,-37.8143639,144.9604174,Queen Street between Bourke Street and Little Bourke Street,7594.0
54042,-37.8171401,144.9616956,Queen Street between Flinders Lane and Collins Street,7596.0
53939,-37.818084,144.9621281,Queen Street between Flinders Street and Flinders Lane,7592.0
,-37.8204656,144.9495927,Collins Street between Spencer Street and Batmans Hill Drive,7183.0
,-37.8205594,144.949266,Collins Street between Spencer Street and Batmans Hill Drive,7183.0
,-37.8262605,144.9717831,Government House Drive between St Kilda Road and Birdwood Avenue,
,-37.8266571,144.9689207,Wells Street between Grant Street and Miles Street,
,-37.8264968,144.9689693,Wells Street between Grant Street and Miles Street,
,-37.8272449,144.9687427,Wells Street between Grant Street and Miles Street,
,-37.8268709,144.968856,Wells Street between Grant Street and Miles Street,
,-37.8281176,144.9685994,Wells Street between Grant Street and Miles Street,
,-37.8267257,144.969021,Wells Street between Grant Street and Miles Street,
,-37.8282336,144.964539,Moore Street between Miles Street and Kings Way,
,-37.8283912,144.9644911,Moore Street between Miles Street and Kings Way,
,-37.8284438,144.9644751,Moore Street between Miles Street and Kings Way,
,-37.8282727,144.9646233,Moore Street between Miles Street and Kings Way,
,-37.8284994,144.9645557,Moore Street between Miles Street and Kings Way,
75976,-37.8276817,144.9661806,Sturt Street between Grant Street and Miles Street,
,-37.8278935,144.9661167,Sturt Street between Grant Street and Miles Street,
75918,-37.8264304,144.9663596,Intersection of Sturt Street and Grant Street,
75923,-37.8266933,144.9662804,Intersection of Sturt Street and Grant Street,
75862,-37.8246226,144.9671046,Sturt Street between Southbank Boulevard and Grant Street,
21523,-37.8349862,144.9772119,Bromby Street between Adams Street and Arnold Street,7348.0
21537,-37.8351188,144.9782281,Bromby Street between Domain Street and Adams Street,7348.0
,-37.8092412,144.9785437,Lansdowne Street between Albert Street and Victoria Parade,7260.0
52835,-37.8168825,144.9642769,Elizabeth Street between Flinders Lane and Collins Street,7450.0
,-37.8167337,144.9548195,Bourke Street between King Street and Spencer Street,7335.0
,-37.8184682,144.9559302,Collins Street between King Street and Spencer Street,7357.0
57119,-37.8146594,144.955074,King Street between Little Bourke Street and Lonsdale Street,7571.0
78866,-37.8289833,144.9702727,Coventry Street between St Kilda Road and Wells Street,
78881,-37.8291406,144.9697209,Coventry Street between St Kilda Road and Wells Street,
78879,-37.8291185,144.9697961,Coventry Street between St Kilda Road and Wells Street,
78877,-37.8290968,144.9698703,Coventry Street between St Kilda Road and Wells Street,
,-37.8010016,144.955609,Blackwood Street between Flemington Road and Courtney Street,7708.0
54519,-37.8121705,144.9595422,Queen Street between Lonsdale Street and Little Lonsdale Street,7611.0
54518,-37.8122166,144.9595634,Queen Street between Lonsdale Street and Little Lonsdale Street,7611.0
54550,-37.8124581,144.959426,Queen Street between Lonsdale Street and Little Lonsdale Street,7610.0
54527,-37.812544,144.9595904,Queen Street between Lonsdale Street and Little Lonsdale Street,7610.0
54530,-37.8124488,144.959547,Queen Street between Lonsdale Street and Little Lonsdale Street,7610.0
54536,-37.812284,144.9594718,Queen Street between Lonsdale Street and Little Lonsdale Street,7610.0
,-37.835193,144.9781734,Bromby Street between Domain Street and Adams Street,7348.0
,-37.8352091,144.9783024,Bromby Street between Domain Street and Adams Street,7348.0
54432,-37.8136238,144.9600789,Queen Street between Little Bourke Street and Lonsdale Street,7605.0
54427,-37.8137653,144.9601442,Queen Street between Little Bourke Street and Lonsdale Street,7605.0
,-37.817712,144.9786509,Jolimont Road between Brunton Avenue and Wellington Parade South,7301.0
,-37.8189281,144.9876711,Vale Street between Wellington Parade South and Vale Street South,
,-37.8185527,144.9877309,Vale Street between Wellington Parade South and Vale Street South,
,-37.8183918,144.9877566,Vale Street between Wellington Parade South and Vale Street South,
,-37.8178555,144.9878421,Vale Street between Wellington Parade South and Vale Street South,
77012,-37.8256316,144.9710462,St Kilda Road between Grant Street and Wadey Street,
77016,-37.8254118,144.9709743,St Kilda Road between Grant Street and Wadey Street,
77018,-37.8253043,144.970934,St Kilda Road between Grant Street and Wadey Street,
77427,-37.8276196,144.9713124,St Kilda Road between Anzac Avenue and Coventry Street,
77423,-37.8278354,144.9712949,St Kilda Road between Anzac Avenue and Coventry Street,
77426,-37.8276736,144.971308,St Kilda Road between Anzac Avenue and Coventry Street,
77414,-37.8283175,144.9712495,St Kilda Road between Anzac Avenue and Coventry Street,
,-37.8320034,144.9766911,Dallas Brooks Drive between Domain Road and Birdwood Avenue,
,-37.7919561,144.9323311,Barnett Street between Smith Street and Robertson Street,
,-37.7926077,144.9321336,Barnett Street between Smith Street and Robertson Street,
,-37.8246256,144.9656109,Moore Street between Southbank Boulevard and Southern Link Road,
,-37.8252532,144.9655322,Moore Street between Southbank Boulevard and Southern Link Road,
,-37.8332351,144.9803778,Birdwood Avenue between Dallas Brooks Drive and Domain Road,
,-37.8332459,144.9807903,Birdwood Avenue between Dallas Brooks Drive and Domain Road,
,-37.8332973,144.9816076,Birdwood Avenue between Dallas Brooks Drive and Domain Road,
,-37.8330183,144.9792012,Birdwood Avenue between Dallas Brooks Drive and Domain Road,
,-37.8332154,144.9799113,Birdwood Avenue between Dallas Brooks Drive and Domain Road,
,-37.8318664,144.9775554,Birdwood Avenue between Dallas Brooks Drive and Domain Road,
,-37.8319133,144.9775951,Birdwood Avenue between Dallas Brooks Drive and Domain Road,
,-37.8326597,144.9785105,Birdwood Avenue between Dallas Brooks Drive and Domain Road,
,-37.8329955,144.9789506,Birdwood Avenue between Dallas Brooks Drive and Domain Road,
,-37.8329066,144.9787831,Birdwood Avenue between Dallas Brooks Drive and Domain Road,
,-37.8324193,144.9779757,Birdwood Avenue between Dallas Brooks Drive and Domain Road,
,-37.8321754,144.9777022,Birdwood Avenue between Dallas Brooks Drive and Domain Road,
,-37.8315351,144.9771446,Birdwood Avenue between Dallas Brooks Drive and Domain Road,
,-37.8314878,144.9771012,Birdwood Avenue between Dallas Brooks Drive and Domain Road,
65193,-37.8106849,144.9680193,Lonsdale Street between Exhibition Street and Russell Street,7568.0
15093,-37.8212742,144.9436614,Collins Street between Merchant Street and Bourke Street,7186.0
34233,-37.8047796,144.9644203,Queensberry Street between Cardigan Street and Swanston Street,7076.0
,-37.8050485,144.963493,Cornell Place between Swanston Street and Queensberry Place,7025.0
,-37.805106,144.9637769,Cornell Place between Swanston Street and Queensberry Place,7025.0
62310,-37.8176967,144.9586207,Collins Street between William Street and King Street,7362.0
,-37.8034295,144.9618403,Bouverie Street between Queensberry Street and Lincoln Square South,7084.0
,-37.8110945,144.9835569,Clarendon Street between Grey Street and Albert Street,7250.0
,-37.8115503,144.9839878,Grey Street between Powlett Street and Clarendon Street,7250.0
20616,-37.8194326,144.9436462,Merchant Street between Bourke Street and Victoria Harbour Promenade,7212.0
,-37.8205843,144.9455658,Geographe Street between Bourke Street and Keera Way,7197.0
,-37.8017446,144.9545026,Blackwood Street between Flemington Road and Courtney Street,7708.0
,-37.8102976,144.9686657,Lonsdale Street between Exhibition Street and Russell Street,7556.0
20597,-37.8206631,144.947254,Harbour Esplanade between Collins Street and Bourke Street,7202.0
21481,-37.8215538,144.950447,Georgiana Street between McCrae Street and Collins Street,7200.0
,-37.8213592,144.9505552,Brentani Way between Village Street and Georgiana Street,7200.0
,-37.8212189,144.9511235,Village Street between Collins Street and McCrae Street,7229.0
,-37.8212637,144.9511583,Village Street between Collins Street and McCrae Street,7229.0
18607,-37.8210194,144.9508526,Village Street between Collins Street and McCrae Street,7229.0
,-37.8263622,144.962656,Balston Street between Kavanagh Street and Southern Link Road,
,-37.82629,144.9627098,Balston Street between Kavanagh Street and Southern Link Road,
,-37.8256334,144.9616721,Balston Street between City Road and Kavanagh Street,
,-37.8255742,144.9624829,Kavanagh Street between Power Street and Balston Street,
69225,-37.8072948,144.968101,Victoria Street between Rathdowne Street and Drummond Street,7406.0
56921,-37.8171525,144.9559668,King Street between Little Collins Street and Bourke Street,7486.0
56923,-37.8170362,144.9559134,King Street between Little Collins Street and Bourke Street,7485.0
56926,-37.816885,144.955844,King Street between Little Collins Street and Bourke Street,7485.0
61413,-37.8184929,144.9601901,Flinders Lane between Market Street and William Street,7457.0
64014,-37.8159575,144.9569118,Bourke Street between William Street and King Street,7336.0
61532,-37.8188216,144.9592223,Flinders Lane between William Street and King Street,7692.0
18564,-37.8192059,144.9494227,Village Street between Bourke Street and Collins Street,7227.0
,-37.8001281,144.9539134,Vale Street between Villiers Street and Wreckyn Street,7766.0
,-37.8050783,144.9641963,Queensberry Place from Queensberry Street,7076.0
,-37.8096277,144.9771573,Albert Street between Morrison Place and Lansdowne Street,7236.0
60836,-37.8145019,144.9737345,Flinders Lane between Spring Street and Exhibition Street,7423.0
,-37.7837961,144.9409988,Manningham Street between Oak Street and Tullamarine Freeway,
,-37.7835018,144.940839,Manningham Street between Oak Street and Tullamarine Freeway,
,-37.8024632,144.9568527,O'Connell Street between Queensberry Street and Peel Street,7719.0
,-37.8062197,144.9614666,Bouverie Street between Victoria Street and Queensberry Street,7025.0
22814,-37.8059693,144.9616286,Bouverie Street between Victoria Street and Queensberry Street,7025.0
,-37.8100774,144.947953,Rosslyn Street between Adderley Street and Spencer Street,7930.0
,-37.8101165,144.947873,Rosslyn Street between Adderley Street and Spencer Street,7930.0
61415,-37.8185312,144.9600627,Flinders Lane between Market Street and William Street,7457.0
70653,-37.8221366,144.9653931,City Road between Southgate Avenue and Southbank Boulevard,
,-37.8285281,144.9738078,Birdwood Avenue between Dallas Brooks Drive and Anzac Avenue,
,-37.8291132,144.9741211,Birdwood Avenue between Dallas Brooks Drive and Anzac Avenue,
,-37.8284629,144.9736399,Birdwood Avenue between Dallas Brooks Drive and Anzac Avenue,
,-37.8284147,144.9736024,Birdwood Avenue between Dallas Brooks Drive and Anzac Avenue,
,-37.8275573,144.9728952,Birdwood Avenue between Dallas Brooks Drive and Anzac Avenue,
,-37.8279599,144.9733081,Birdwood Avenue between Dallas Brooks Drive and Anzac Avenue,
,-37.8280943,144.9734456,Birdwood Avenue between Dallas Brooks Drive and Anzac Avenue,
,-37.8270123,144.9725015,Birdwood Avenue between Dallas Brooks Drive and Anzac Avenue,
,-37.8276469,144.9729868,Birdwood Avenue between Dallas Brooks Drive and Anzac Avenue,
,-37.8308797,144.9762086,Birdwood Avenue between Dallas Brooks Drive and Anzac Avenue,
,-37.795843,144.9468237,Abbotsford Street between Canning Street and Erskine Street,
,-37.7972751,144.9465689,Abbotsford Street between Wood Street and Canning Street,
